a,b,m1a_probe_cv_auc,m1b_energy,m1b_energy_scalefree,m2_confusion_rate,m2_separability,same_base,adjacent_version,same_family,same_org,same_arch,same_tokenizer,near_relative,structurally_related,relation_inferred
claude-3-opus-20240229,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,55.09717777337135,1.9471195868409883,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-opus-20240229,nvidia/Llama3-ChatQA-1.5-8B,1.0,63.18051533302719,2.1764452783178574,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-opus-20240229,openchat/openchat-3.6-8b-20240522,1.0,58.42312753209937,2.0082814957074095,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-opus-20240229,openchat/openchat_3.5,1.0,65.1663733670771,2.416010072983337,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-opus-20240229,tiiuae/Falcon3-10B-Instruct,1.0,53.00154318127523,1.8174968549731176,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-opus-20240229,tiiuae/Falcon3-7B-Instruct,1.0,62.69500840353048,2.27153252930876,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-opus-20240229,togethercomputer/Llama-2-7B-32K-Instruct,1.0,71.02381084826543,2.793995815863674,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-opus-20240229,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,75.38320285563101,3.0231612670475676,0.0,1.0,False,False,False,False,False,False,False,False,False
claude-3-opus-20240229,utter-project/EuroLLM-1.7B-Instruct,1.0,69.04930890495187,2.6816323691261514,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,google/gemma-1.1-7b-it,1.0,54.63924573054875,2.29237506974041,0.022058823529411766,0.9779411764705882,False,True,True,True,True,True,True,True,False
google/gemma-1.1-2b-it,google/gemma-2-27b-it,1.0,73.97427242448505,2.9452544088895274,0.0,1.0,False,True,True,True,False,True,True,True,False
google/gemma-1.1-2b-it,google/gemma-2-9b-it,1.0,73.12785510711025,2.6694765399972056,0.0,1.0,False,True,True,True,False,True,True,True,False
google/gemma-1.1-2b-it,google/gemma-2b-it,1.0,63.764314250884645,2.4414066612244487,0.0,1.0,False,True,True,True,True,True,True,True,False
google/gemma-1.1-2b-it,google/gemma-7b-it,1.0,68.45542062635647,2.8438553862571356,0.0,1.0,False,True,True,True,True,True,True,True,False
google/gemma-1.1-2b-it,gpt-3.5-turbo,1.0,62.99883164950997,2.246647304139038,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,gpt-4-turbo-2024-04-09,1.0,78.67853890007835,3.093845170450678,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,gpt-4o-2024-05-13,1.0,64.20696539893063,2.371228697195788,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,75.83003800053605,3.0339980470559413,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,ibm-granite/granite-3.0-8b-instruct,1.0,67.49027614289628,2.3109058687787525,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,ibm-granite/granite-3.1-8b-instruct,1.0,63.61357354063776,2.260266986331731,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,internlm/internlm2_5-7b-chat,1.0,64.07807740268838,2.4103848288148635,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,meta-llama/Llama-2-7b-chat-hf,1.0,70.01244157844243,2.705822257530468,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,meta-llama/Llama-3.2-1B-Instruct,1.0,55.23736827535409,1.929450134729934,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,meta-llama/Llama-3.2-3B-Instruct,1.0,51.625719259044814,1.78375686800327,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,meta-llama/Meta-Llama-3-70B-Instruct,1.0,57.60928866559887,1.9491049828096343,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,meta-llama/Meta-Llama-3-8B-Instruct,1.0,69.98024907258858,2.4992718282892734,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,77.56420514534751,2.9691089048521846,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,61.00500668490612,2.2160508293041965,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,microsoft/Phi-3-medium-128k-instruct,1.0,83.07610029848271,3.321411728407947,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,microsoft/Phi-3-medium-4k-instruct,1.0,82.2422056900332,3.287614699031855,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,microsoft/Phi-3-mini-128k-instruct,1.0,60.2147741641555,2.110184595727991,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,microsoft/Phi-3-mini-4k-instruct,1.0,63.97359603823706,2.273456603505808,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,microsoft/Phi-3.5-MoE-instruct,1.0,68.18575936657608,2.6230967893561434,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,microsoft/Phi-3.5-mini-instruct,1.0,72.54570170623914,2.772888450169852,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,mistralai/Mistral-7B-Instruct-v0.1,1.0,63.04379776925914,2.270612298274837,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,mistralai/Mistral-7B-Instruct-v0.2,1.0,63.40806167425357,2.2129746712262404,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,mistralai/Mistral-7B-Instruct-v0.3,1.0,64.33676141493669,2.362500465776425,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,58.88457714201254,2.0927271173644155,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,nvidia/Llama3-ChatQA-1.5-8B,1.0,56.540494961081635,1.9584389232315658,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,openchat/openchat-3.6-8b-20240522,1.0,61.323646573402485,2.119573617360703,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,openchat/openchat_3.5,1.0,69.85726671227737,2.605283918934385,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,tiiuae/Falcon3-10B-Instruct,1.0,63.25331796866596,2.1809385207682066,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,tiiuae/Falcon3-7B-Instruct,1.0,68.9967795608533,2.5143430397421076,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,togethercomputer/Llama-2-7B-32K-Instruct,1.0,68.71594034613958,2.7202255156508595,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,70.15716018404113,2.831636771103463,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-2b-it,utter-project/EuroLLM-1.7B-Instruct,1.0,72.2313205961218,2.822644460191071,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,google/gemma-2-27b-it,1.0,68.75695232595484,2.9565438081740703,0.0,1.0,False,True,True,True,False,True,True,True,False
google/gemma-1.1-7b-it,google/gemma-2-9b-it,1.0,71.10669135796861,2.7848385172649897,0.0,1.0,False,True,True,True,False,True,True,True,False
google/gemma-1.1-7b-it,google/gemma-2b-it,1.0,78.3928286860941,3.231723197292254,0.0,1.0,False,True,True,True,True,True,True,True,False
google/gemma-1.1-7b-it,google/gemma-7b-it,1.0,68.38807572078446,3.0790502728678204,0.014705882352941176,0.9852941176470589,False,True,True,True,True,True,True,True,False
google/gemma-1.1-7b-it,gpt-3.5-turbo,1.0,59.78386119659653,2.283509732862191,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,gpt-4-turbo-2024-04-09,1.0,76.22079639571767,3.233793144115583,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,gpt-4o-2024-05-13,1.0,66.37297683225448,2.6320795441171043,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,85.77334329443094,3.707856903272617,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,ibm-granite/granite-3.0-8b-instruct,1.0,67.94018193551831,2.4845974890063416,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,ibm-granite/granite-3.1-8b-instruct,1.0,65.4908105321137,2.491689189616736,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,internlm/internlm2_5-7b-chat,1.0,55.686041662473485,2.252344071044179,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,meta-llama/Llama-2-7b-chat-hf,1.0,68.0523234454722,2.833841094226647,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,meta-llama/Llama-3.2-1B-Instruct,1.0,69.23594559442705,2.5865211053099566,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,meta-llama/Llama-3.2-3B-Instruct,1.0,66.90659412008101,2.4705596798493574,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,meta-llama/Meta-Llama-3-70B-Instruct,1.0,60.15759600607417,2.172051029483154,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,meta-llama/Meta-Llama-3-8B-Instruct,1.0,78.70479665966226,3.0109318069602207,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,76.08390867747754,3.1357793515500094,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,73.30049105953762,2.855700544158344,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,microsoft/Phi-3-medium-128k-instruct,1.0,79.85030730627281,3.4490023106714474,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,microsoft/Phi-3-medium-4k-instruct,1.0,84.27464391616482,3.6395568993154384,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,microsoft/Phi-3-mini-128k-instruct,1.0,62.01448016529824,2.3248394317582552,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,microsoft/Phi-3-mini-4k-instruct,1.0,67.15911673052437,2.555640794486901,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,microsoft/Phi-3.5-MoE-instruct,1.0,71.49396294427345,2.9623997655570875,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,microsoft/Phi-3.5-mini-instruct,1.0,79.5033369190729,3.271482637699724,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,mistralai/Mistral-7B-Instruct-v0.1,1.0,73.1879415197603,2.8252945927960487,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,mistralai/Mistral-7B-Instruct-v0.2,1.0,71.22071594744602,2.658254204578842,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,mistralai/Mistral-7B-Instruct-v0.3,1.0,73.92308678407993,2.913579671746933,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,61.35520830363725,2.334926354353597,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,nvidia/Llama3-ChatQA-1.5-8B,1.0,67.58881803396845,2.502398781055749,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,openchat/openchat-3.6-8b-20240522,1.0,62.15144290301944,2.2958262007278076,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,openchat/openchat_3.5,1.0,64.9686396453498,2.6036287063260506,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,tiiuae/Falcon3-10B-Instruct,1.0,64.96299628477954,2.3934294621950367,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,tiiuae/Falcon3-7B-Instruct,1.0,70.77269289172493,2.766644000205382,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,togethercomputer/Llama-2-7B-32K-Instruct,1.0,70.30788788076379,3.0045406622380972,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,65.22649004402678,2.846377836077997,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,utter-project/EuroLLM-1.7B-Instruct,1.0,75.39913879157127,3.1774603377796784,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,google/gemma-2b-it,1.0,66.72704717840668,2.6128020132463474,0.0,1.0,False,True,True,True,False,True,True,True,False
google/gemma-2-27b-it,google/gemma-7b-it,1.0,75.9352771363974,3.2323906775813165,0.0,1.0,False,True,True,True,False,True,True,True,False
google/gemma-2-27b-it,gpt-3.5-turbo,1.0,61.260298275092325,2.2307372211531153,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,gpt-4-turbo-2024-04-09,1.0,63.91141691868701,2.5717527387563472,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,gpt-4o-2024-05-13,1.0,53.374578914991304,2.014275596743277,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,73.91864854278433,3.027705789243208,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,ibm-granite/granite-3.0-8b-instruct,1.0,65.8285938635677,2.299627864425677,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,ibm-granite/granite-3.1-8b-instruct,1.0,63.27261644224954,2.2954038866043645,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,internlm/internlm2_5-7b-chat,1.0,52.4501304469661,2.016939473613829,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,meta-llama/Llama-2-7b-chat-hf,1.0,65.27087197351644,2.5803475294878084,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,meta-llama/Llama-3.2-1B-Instruct,1.0,58.524029767859396,2.0864779127064788,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,meta-llama/Llama-3.2-3B-Instruct,1.0,53.04316441157452,1.8701686748213502,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,meta-llama/Meta-Llama-3-70B-Instruct,1.0,54.292685683028566,1.8736195457238287,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,meta-llama/Meta-Llama-3-8B-Instruct,1.0,63.52375986236194,2.3166185399962247,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,71.4427543315623,2.796809713246956,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,61.82922032297962,2.294275342894508,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,microsoft/Phi-3-medium-128k-instruct,1.0,78.01881386693923,3.1931830815764717,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,microsoft/Phi-3-medium-4k-instruct,1.0,72.88153433098464,2.982497588687585,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,microsoft/Phi-3-mini-128k-instruct,1.0,63.619333271417574,2.275698912173093,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,microsoft/Phi-3-mini-4k-instruct,1.0,63.25563237173438,2.295197560535501,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,microsoft/Phi-3.5-MoE-instruct,1.0,56.46935364945358,2.2218893113424856,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,microsoft/Phi-3.5-mini-instruct,1.0,54.949699808906814,2.147886800061337,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,mistralai/Mistral-7B-Instruct-v0.1,1.0,62.697073174951726,2.3062475782728047,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,mistralai/Mistral-7B-Instruct-v0.2,1.0,64.85143591720447,2.310058301900312,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,mistralai/Mistral-7B-Instruct-v0.3,1.0,64.34273156755776,2.4140780022195827,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,61.31786660179653,2.2250182259018403,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,nvidia/Llama3-ChatQA-1.5-8B,1.0,62.816473485405396,2.220383006124617,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,openchat/openchat-3.6-8b-20240522,1.0,56.060259060416385,1.9772451943739746,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,openchat/openchat_3.5,1.0,58.4418591042498,2.2276864368130602,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,tiiuae/Falcon3-10B-Instruct,1.0,61.57678459038558,2.1664086077942386,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,tiiuae/Falcon3-7B-Instruct,1.0,65.27883959089223,2.4301630387061146,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,togethercomputer/Llama-2-7B-32K-Instruct,1.0,73.71426858180813,2.9865886579747207,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,71.30950258052435,2.9470598567872557,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-27b-it,utter-project/EuroLLM-1.7B-Instruct,1.0,67.45900112176221,2.697217625339375,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,google/gemma-2b-it,1.0,62.998675448870834,2.2648234552198727,0.0,1.0,False,True,True,True,False,True,True,True,False
google/gemma-2-9b-it,google/gemma-7b-it,1.0,65.05458664996087,2.5244664616489887,0.0,1.0,False,True,True,True,False,True,True,True,False
google/gemma-2-9b-it,gpt-3.5-turbo,1.0,62.08574252903233,2.087648405591393,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,gpt-4-turbo-2024-04-09,1.0,73.32167552710015,2.7027087977487767,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,gpt-4o-2024-05-13,1.0,64.18696603982087,2.2305882006954763,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,77.96295553744464,2.920865496040445,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,ibm-granite/granite-3.0-8b-instruct,1.0,71.46488749749864,2.31252424795124,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,ibm-granite/granite-3.1-8b-instruct,1.0,64.85938162229321,2.173384714707696,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,internlm/internlm2_5-7b-chat,1.0,60.07031921129493,2.1239422855761445,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,meta-llama/Llama-2-7b-chat-hf,1.0,63.283222396930896,2.2951129350088917,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,meta-llama/Llama-3.2-1B-Instruct,1.0,55.860030190291106,1.8419332286810173,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,meta-llama/Llama-3.2-3B-Instruct,1.0,65.21196822694054,2.128298634675626,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,meta-llama/Meta-Llama-3-70B-Instruct,1.0,58.43688961781342,1.8696762235062865,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,meta-llama/Meta-Llama-3-8B-Instruct,1.0,59.92585806856823,2.017804213571465,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,67.99761702632512,2.4440210355283045,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,61.21413444499619,2.0944379829852124,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,microsoft/Phi-3-medium-128k-instruct,1.0,80.62446905637891,3.0184469375349114,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,microsoft/Phi-3-medium-4k-instruct,1.0,77.0751499838695,2.885190216915611,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,microsoft/Phi-3-mini-128k-instruct,1.0,63.75114746561394,2.1086187602303315,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,microsoft/Phi-3-mini-4k-instruct,1.0,62.912036621038766,2.1084785280927996,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,microsoft/Phi-3.5-MoE-instruct,1.0,65.18463181808596,2.353858830762838,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,microsoft/Phi-3.5-mini-instruct,1.0,57.84421119086551,2.076186528204589,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,mistralai/Mistral-7B-Instruct-v0.1,1.0,62.705185407143475,2.1282397442521566,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,mistralai/Mistral-7B-Instruct-v0.2,1.0,62.42025959283415,2.0566022507950388,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,mistralai/Mistral-7B-Instruct-v0.3,1.0,63.5182265701215,2.1955241346682457,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,63.66970019113901,2.133987879439868,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,nvidia/Llama3-ChatQA-1.5-8B,1.0,64.62422003446457,2.114080282082341,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,openchat/openchat-3.6-8b-20240522,1.0,61.147014128231106,1.99628770954768,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,openchat/openchat_3.5,1.0,63.91027903506681,2.241523639436253,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,tiiuae/Falcon3-10B-Instruct,1.0,63.468693450110685,2.0673106502876566,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,tiiuae/Falcon3-7B-Instruct,1.0,66.3892581992287,2.278319805161054,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,togethercomputer/Llama-2-7B-32K-Instruct,1.0,72.18809246586942,2.6776581587481822,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,74.81510540477633,2.8259329030970304,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,utter-project/EuroLLM-1.7B-Instruct,1.0,69.46548568175768,2.5456198033886985,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,google/gemma-7b-it,1.0,53.668504317894616,2.1911400158326786,0.0,1.0,False,True,True,True,True,True,True,True,False
google/gemma-2b-it,gpt-3.5-turbo,1.0,62.721580287449,2.2035919445665884,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,gpt-4-turbo-2024-04-09,1.0,75.65135486272324,2.9262416114528693,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,gpt-4o-2024-05-13,1.0,68.15809264670963,2.478513860149682,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,70.75817036394821,2.7840548136519483,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,ibm-granite/granite-3.0-8b-instruct,1.0,58.38081016288176,1.9705146330065675,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,ibm-granite/granite-3.1-8b-instruct,1.0,61.66203138829401,2.1585550472118262,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,internlm/internlm2_5-7b-chat,1.0,69.84874745398537,2.586392776521768,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,meta-llama/Llama-2-7b-chat-hf,1.0,72.031429574702,2.739169840619707,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,meta-llama/Llama-3.2-1B-Instruct,1.0,64.74096372806196,2.228556512461544,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,meta-llama/Llama-3.2-3B-Instruct,1.0,66.27669745353646,2.2570578100068786,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,meta-llama/Meta-Llama-3-70B-Instruct,1.0,59.87907613302782,1.9973764600065336,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,meta-llama/Meta-Llama-3-8B-Instruct,1.0,55.321538707821745,1.9464112654048082,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,77.74143579493439,2.9285771395437186,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,70.79703324580777,2.532918332363572,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,microsoft/Phi-3-medium-128k-instruct,1.0,82.86428810256905,3.257966508747701,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,microsoft/Phi-3-medium-4k-instruct,1.0,81.97800775419812,3.222679570982075,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,microsoft/Phi-3-mini-128k-instruct,1.0,65.31671376118422,2.2556151686439083,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,microsoft/Phi-3-mini-4k-instruct,1.0,65.8730909269976,2.3063657313292554,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,microsoft/Phi-3.5-MoE-instruct,1.0,68.073702284614,2.5769439552798867,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,microsoft/Phi-3.5-mini-instruct,1.0,67.83586497043653,2.5517001701159767,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,mistralai/Mistral-7B-Instruct-v0.1,1.0,56.553691233234375,2.0063620611952167,0.0,1.0,False,False,False,False,False,False,False,False,False
